trial,task_name,task_args,tiles,num_threads,costs,all_cost
31,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",20,1024,6.061573957571324e-05,1.2892568111419678
32,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",146,1024,0.00044518497112860895,1.3912651538848877
34,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",162,1024,6.88766392733564e-05,1.6220386028289795
35,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",41,1024,0.00019248061893764436,1.3103418350219727
36,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",131,1024,0.0010486417935483873,1.3434348106384277
37,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",13,1024,0.0002847230965909091,1.1980769634246826
38,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",48,1024,8.215247573149742e-05,1.6846816539764404
42,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",64,1024,3.628215304030972e-05,1.3941502571105957
43,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",80,1024,0.0001201578088023088,1.5718979835510254
44,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",84,1024,0.00010111666389004583,1.7531969547271729
45,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",37,1024,0.00021758710263522884,1.284562587738037
46,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",132,1024,0.00034698814516129033,1.527480125427246
47,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",192,1024,6.14331506147541e-05,1.6982274055480957
48,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",136,1024,2.5787181217504333e-05,1.6969246864318848
49,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",81,1024,0.0005238385054704595,1.6254050731658936
50,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",37,1024,0.000651819490616622,1.675724744796753
51,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",40,1024,4.056716017009213e-05,1.6127533912658691
52,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",68,1024,8.965471482889733e-05,1.4221711158752441
53,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",192,1024,4.956262164521056e-05,1.6566007137298584
54,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",67,1024,0.0005185456140939597,1.2307860851287842
55,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",72,1024,0.00011461810669856458,1.652066946029663
56,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",100,1024,0.0001248814552045572,1.6802382469177246
57,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",194,1024,0.00039783174548440063,1.6605947017669678
58,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",26,1024,0.00037702813882352945,1.295271635055542
59,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",128,1024,5.15227268052282e-05,1.738626480102539
60,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",112,1024,0.00015303991597177678,2.020139217376709
61,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",56,1024,0.0002949081343012704,1.6375677585601807
62,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",132,1024,5.047492143159678e-05,1.8116693496704102
63,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",98,1024,0.0003275473058186739,1.7314269542694092
64,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",50,1024,6.988723717119448e-05,1.2116765975952148
65,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",74,1024,0.00010149507476038338,1.2886688709259033
66,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",152,1024,6.649937155580294e-05,1.7488064765930176
67,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",80,1024,3.4252354657687993e-05,1.6432271003723145
68,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",66,1024,0.00014758645149911816,1.367377758026123
69,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",37,1024,0.00016424003812636165,1.2846605777740479
70,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",88,1024,0.00012540702140992167,1.7421565055847168
71,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",44,1024,6.33748449757191e-05,1.3447251319885254
72,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",129,1024,0.0013454185263157895,1.570237636566162
73,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",168,1024,7.70632684498872e-05,1.758903980255127
74,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",129,1024,5.432270746606335e-05,1.6458489894866943
75,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",14,1024,0.00023493504242424245,1.313598394393921
76,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",56,1024,6.068262637795276e-05,1.4162683486938477
77,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",82,1024,6.066553133622389e-05,1.2937896251678467
78,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",160,1024,2.9801995406009438e-05,1.6968340873718262
79,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",98,1024,0.0001964755386597938,1.3070406913757324
80,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.588191680350301e-05,1.9933476448059082
81,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,7.427220080197408e-05,1.706883430480957
82,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.550024694009019e-05,1.7805349826812744
83,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,7.814586005830904e-05,1.636059045791626
84,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.545988416328275e-05,1.6884980201721191
85,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,3.6527482238146054e-05,1.6741623878479004
86,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,2.7440985847428372e-05,1.7829992771148682
87,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",144,1024,3.0289826351865957e-05,1.6639816761016846
88,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,2.2664630159184062e-05,1.7291102409362793
89,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,3.380626897038082e-05,1.609391212463379
90,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",132,1024,2.7481571675302244e-05,1.6967105865478516
91,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,2.5836404756733275e-05,1.8132612705230713
92,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,2.273400966969842e-05,1.699052095413208
93,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,7.305995417298938e-05,1.725062370300293
94,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.5454691325172964e-05,1.661992073059082
95,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,8.045821907302434e-05,1.713618516921997
96,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,7.416227230769232e-05,1.7385685443878174
97,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,3.653177781155015e-05,1.6686253547668457
98,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",168,1024,2.443267018875667e-05,1.5843980312347412
99,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,2.579762922927251e-05,1.8090479373931885
100,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,7.618353097345132e-05,1.7631890773773193
101,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,7.414691160220994e-05,1.6460676193237305
102,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,2.5821892771868896e-05,1.798628807067871
103,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",136,1024,3.407137923186344e-05,1.6634180545806885
104,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",160,1024,2.167171848509707e-05,1.3564975261688232
105,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,3.65726514592934e-05,1.642808198928833
106,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",168,1024,2.9278528389623105e-05,1.7253999710083008
107,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,4.241305799151344e-05,1.6520817279815674
108,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,2.583309841579861e-05,1.7825109958648682
109,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,7.815260006476683e-05,1.7252521514892578
110,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,7.306767636363636e-05,1.7327451705932617
111,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,3.382788292476754e-05,1.580742597579956
112,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,3.3916639125496876e-05,1.7172975540161133
113,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",152,1024,3.395476253298153e-05,1.724158763885498
114,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,3.390823661411732e-05,1.6410787105560303
115,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,7.815450695567778e-05,1.6561963558197021
116,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.5394461595903564e-05,1.7643256187438965
117,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,3.1463177359978965e-05,1.586010217666626
118,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,3.187748874383908e-05,1.6864464282989502
119,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,7.306024387291982e-05,1.6876637935638428
120,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",148,1024,3.1717674604213e-05,1.6277880668640137
121,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",164,1024,3.1479903204536466e-05,1.623483657836914
122,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",148,1024,3.278764317460318e-05,1.4936246871948242
123,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.9454685006195785e-05,1.67856764793396
124,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,3.033291171993912e-05,1.704378366470337
125,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",144,1024,3.0162384401817262e-05,1.7082910537719727
126,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",196,1024,3.645309331709545e-05,1.7421245574951172
127,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",112,1024,2.5822369379131002e-05,1.6304938793182373
128,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",168,1024,2.3937824812335156e-05,1.7281475067138672
129,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",194,1024,4.428739184200812e-05,1.6977510452270508
130,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",168,1024,2.9204695476772618e-05,1.6931846141815186
131,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",112,1024,2.6730545669291337e-05,1.6312603950500488
132,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",200,1024,4.2416310527243874e-05,1.6807897090911865
133,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",208,1024,2.5411432085674902e-05,1.6681451797485352
134,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",160,1024,2.5503131695487136e-05,1.7320191860198975
135,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",224,1024,2.2678291750890362e-05,1.8914968967437744
136,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",176,1024,3.29662278864701e-05,1.679957628250122
137,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",144,1024,3.0272853372063655e-05,1.6254208087921143
138,batch_matmul.cuda,"(('TENSOR', (12, 128, 128), 'float32'), ('TENSOR', (12, 64, 128), 'float32'), (12, 128, 64), None, 0, 1)",144,1024,3.016450905432596e-05,1.6746852397918701
